,age,content_count,cover_photo,days_won,followers,ideology,user_index,joined,last_visit,location,name,profile_photo,rank,religion,rep
287,88,108,https://fascistforge.com/uploads/monthly_2019_01/proxy.duckduckgo_com.jpg.1f64f5158521fa95eecaf159f823c30e.jpg,2,0,National-Socialism,328,2019-01-01T20:20:08Z,2019-05-08T19:15:27Z,PNW,Adalwulf,https://fascistforge.com/uploads/monthly_2019_01/rsz_dcvbu6cvwaeig3f.jpg.5d4016bc9f16cc3aa2a5c5e2667bf86a.jpg,Extremist,Studying,108
288,36,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,NS / Survivalist / ecofascist,329,2019-01-02T00:04:58Z,2019-01-29T02:21:48Z,S. California unfortunately,Siege Brute,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Paganism / esoteric Hitlerism,0
289,24,0,https://fascistforge.com/uploads/monthly_2019_01/redyobull.jpg.f94c78f23c469262142ea53d5cff1fd2.jpg,0,0,will comlete later,330,2019-01-02T00:32:41Z,2019-01-02T07:47:42Z,Germany,FuckNatzis,https://fascistforge.com/uploads/monthly_2019_01/fuckyea.jpg.fed6b6f50e08059d8e6275bae9008399.jpg,Mengele Victim,will comlete later,0
290,16,4,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascist-leaning,331,2019-01-02T09:24:03Z,2019-02-07T04:58:15Z,Australia,Skorzeny,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Buddhist,3
291,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialism,332,2019-01-02T11:14:02Z,2019-06-28T20:08:32Z,,Maniac Mark,https://fascistforge.com/uploads/monthly_2019_01/Skull.jpg.51bfbbe8fa7f4af4313279e9250b6bf4.jpg,Newcomer,None,0
292,27,7,https://fascistforge.com/uploads/monthly_2019_01/1515725810872-1.jpg.7778d5735c7437d5e1b374b6230baf96.jpg,0,0,Identitarian/fascist,333,2019-01-02T17:01:24Z,2019-01-14T03:04:41Z,Nebraska,Skeletonwitch,https://fascistforge.com/uploads/monthly_2019_01/tenor.gif.f5b8007c70a242ab4e08c203a011e2ad.gif,Mengele Victim,Pagan/wotanist,-8
293,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,British Union Fascism,334,2019-01-02T21:31:48Z,2019-01-27T23:00:16Z,,Enduring Idahoan,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Christianity,0
294,Mid 20's,44,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,2,2,Organized Terror,335,2019-01-02T23:21:26Z,2019-05-28T03:46:27Z,Texas,Gaiaphage,https://fascistforge.com/uploads/monthly_2019_03/commandant.JPG.f85d635b2618e4292ab40254d2e92928.JPG,Extremist,The New Racism,106
295,333,6,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,1,Fascism,336,2019-01-03T07:49:35Z,2019-01-28T21:19:34Z,Abyss,Ragnarök,https://fascistforge.com/uploads/monthly_2019_01/378446298_rangarock.jpg.53c63c1b4e85f03d4535998e57bc78f1.jpg,Member,O9A,13
296,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,NS,337,2019-01-03T11:19:04Z,2019-02-04T19:35:30Z,,BellaRoman,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Satanist,0
297,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,,338,2019-01-03T12:28:11Z,,,,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Guest,,0
298,333,1,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,1,Universal Order,339,2019-01-03T17:27:13Z,2019-02-09T07:09:01Z,Traveling Between US & Europe,Alva Þórir,https://fascistforge.com/uploads/monthly_2019_01/rsz_tumblr_omjuy1nqzj1sfez1qo1_1280.jpg.32bfe342b13a87281884702f4f66893b.jpg,Member,Forn Siðr,3
299,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascism,340,2019-01-03T17:46:58Z,2019-02-07T22:19:50Z,,mokaboris,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Paganism,0
300,18,7,https://fascistforge.com/uploads/monthly_2019_01/krieg.jpg.359aca26b415fc28d2d4756939beec46.jpg,0,0,Integralism,341,2019-01-03T23:55:11Z,2019-01-05T07:57:33Z,Brazil,DDK,https://fascistforge.com/uploads/monthly_2019_01/1746872532_Generallula.jpg.47381de1570b7146437d3baf2b0ff6a3.jpg,Newcomer,Buddhism,-7
301,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Aryan,342,2019-01-04T00:15:06Z,2019-01-04T00:15:08Z,,Simon Neumann,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Agnostic,0
302,,1,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialist,343,2019-01-04T09:47:04Z,2019-01-05T04:45:51Z,,Boot,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Mengele Victim,Orthodoxy,-2
303,0,21,https://fascistforge.com/uploads/monthly_2019_01/212155.jpg.5b01d6bae11092ce81d26ba5a355ba56.jpg,1,7,Posadism,344,2019-01-04T17:52:41Z,2019-06-12T20:47:19Z,Cosmos,LVTH,https://fascistforge.com/uploads/monthly_2019_01/1544218490726.jpg.46f1521464851f06cc6f4aa284fd4a66.jpg,Extremist,Sufism,79
304,21,25,https://fascistforge.com/uploads/monthly_2019_07/468292358_Death-in-June-Photosmol.png.82e7b8300925e536beab726b99ea8171.png,1,0,Revolutionary NS,345,2019-01-04T17:59:37Z,2019-09-07T17:28:52Z,East Europe,EksD,https://fascistforge.com/uploads/monthly_2019_05/927051015_DhSMRkiUwAEOn3X.jpglarge.jpg.1d87bd9c17fa31eed78c423b2ac06d45.jpg,Member,atheist (agnostic at best),20
305,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Falangist,347,2019-01-04T22:14:40Z,2019-01-07T00:52:55Z,,SolanoLopez,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Orthodox Christian,0
306,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialist,348,2019-01-04T22:28:23Z,2019-01-04T22:32:07Z,,Naziboy1331,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Christianity,0
307,,0,https://fascistforge.com/uploads/monthly_2019_01/E25AA5F9-95CB-4240-B529-3D4496B5C797.jpeg.b591dd19b7985b61c9a9a7d28e5b45a4.jpeg,0,0,Austrofascism,349,2019-01-05T01:02:06Z,2019-01-05T01:09:24Z,,M441,https://fascistforge.com/uploads/monthly_2019_01/D5CF290C-995B-40BA-8E63-5927B22BA630.png.8639ac560b5e42fe95824cea74a82f25.png,Mengele Victim,Christianity,0
308,,0,https://fascistforge.com/uploads/monthly_2019_01/1.jpg.e163167e55f8a35af83d88039a87175b.jpg,0,0,National Socialist Odalist,350,2019-01-05T13:36:23Z,2019-01-23T13:11:01Z,,Wotan's Riech,https://fascistforge.com/uploads/monthly_2019_01/35963847_208027680027460_4685854240998948864_n.jpg.b3bda069fc396e52aaa3c2795ffe4b4c.jpg,Newcomer,Logical Deist,0
309,1488,45,https://fascistforge.com/uploads/monthly_2019_01/lllbpre.jpg.95699d54e48bcc61efb62a03c2850a0f.jpg,0,0,natural order,351,2019-01-05T20:40:32Z,2019-02-06T22:53:46Z,Korriban,Aryan,https://fascistforge.com/uploads/monthly_2019_01/Heer_-_decal_for_helmet_1942_svg.png.00d71ae1b9086df36977e0cfd33f5724.png,Mengele Victim,theyre all wrong,23
310,15,5,https://fascistforge.com/uploads/monthly_2019_01/george_lincoln_rockwell.png.a8de731dfc6f77ee5e9f516b22d73cb0.png,0,0,National Socialism,352,2019-01-05T22:19:39Z,2019-01-29T21:24:46Z,United States,America_Awake!,https://fascistforge.com/uploads/monthly_2019_01/george_lincoln_rockwell.png.7eff21056aaa5db42dcc492359e68f7a.png,Newcomer,Atheism,9
311,45,4,https://fascistforge.com/uploads/monthly_2019_01/s-l1000.jpg.c2186d590241fae28fbe3788fffb7a76.jpg,0,0,Anti-socialist,353,2019-01-06T00:08:00Z,2019-01-18T19:09:29Z,NY,True Celtic,https://fascistforge.com/uploads/monthly_2019_01/s-l1000.jpg.e179748fa11181afb7017b6d24ea7cea.jpg,Mengele Victim,Christian,-8
312,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialism,354,2019-01-06T03:53:28Z,2019-01-06T17:03:30Z,,Wagner,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Esoteric Hitlerite,0
313,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascism,355,2019-01-06T08:07:10Z,2019-01-06T08:26:48Z,,GNFOS,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Aryanism,0
314,0,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,White Supremacy,356,2019-01-06T11:27:44Z,2019-01-06T11:27:52Z,0,whitemaleie,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Mengele Victim,N/A,0
315,,1,https://fascistforge.com/uploads/monthly_2019_01/1547585426992520.jpg.842e18d76ee86df57b37bc09c128b9ba.jpg,0,5,national socialist,357,2019-01-07T02:24:09Z,2019-01-30T23:40:05Z,,Jarman,https://fascistforge.com/uploads/monthly_2019_01/1547585426992520.jpg.bc1c33fcf5a05911ea1e121d409cfb2f.jpg,Newcomer,esoteric,3
316,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Cutting myself for magick,358,2019-01-07T03:27:47Z,2019-02-12T22:28:16Z,,Cutsbloodforourlordsatan,https://fascistforge.com/uploads/monthly_2019_01/redpilled.png.9472e44c471cc222573bb30fe1a85946.png,Mengele Victim,varg's wife's placenta juice,0
317,,0,https://fascistforge.com/uploads/monthly_2019_01/images.jpeg.aa6ff6df650b91efff7867bebe92f143.jpeg,0,0,Neo-völkisch,359,2019-01-07T06:23:03Z,2019-06-24T05:48:23Z,,autismus88,https://fascistforge.com/uploads/monthly_2019_01/avatar.jpeg.9ee770b8615a5c8ba34a3a977b899d94.jpeg,Newcomer,Satanist,0
318,19,0,https://fascistforge.com/uploads/monthly_2019_01/XxX.jpg.87f9a289d8bc936366901b11daa37e4c.jpg,0,0,Universal Order,360,2019-01-07T14:20:28Z,2019-01-14T16:31:34Z,"Shropshire, England",Himmelsk Stjärna,https://fascistforge.com/uploads/monthly_2019_01/X..jpg.3f0a388be158d22090a0c566a24135a1.jpg,Newcomer,Roman Paganism,0
319,,3,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Essentialism,361,2019-01-07T16:22:25Z,2019-09-05T14:38:11Z,,Costaud,https://fascistforge.com/uploads/monthly_2019_01/fc8h08.jpg.99e7655540df9c0accbec223e7a2226d.jpg,Newcomer,Pantheism,3
320,Unnecessary,53,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,5,1,Universal Order,362,2019-01-07T19:42:11Z,2019-07-17T14:51:26Z,PNW,AurvandilDC,https://fascistforge.com/uploads/monthly_2019_05/294945117043201.jpg.233327925678211a7a88ab0ac3500666.jpg,Extremist,Drakon Covenant,80
321,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Hard right,363,2019-01-08T00:38:47Z,2019-01-08T00:38:48Z,,Feral Blonde,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Catholic,0
322,17-20,1,https://fascistforge.com/uploads/monthly_2019_01/36A7C356-7D7A-42EF-8FC4-998072F81433.png.1f03958257e6ce36ec0c7b86da8467f3.png,0,5,National Socialist,364,2019-01-08T02:51:01Z,2019-01-31T23:45:52Z,United States,Ghost,https://fascistforge.com/uploads/monthly_2019_01/08E20F5C-B65D-4BCF-931D-565C2DB763AA.jpg.7b602a55dd27e08183bedef77b6e3ad9.jpg,Member,Unreligious,7
323,,2,https://fascistforge.com/uploads/monthly_2019_01/tumblr_omwgz6S0Q01ukmdtio1_500.jpg.f0249093b5ea8d41cc9f0380724a7b11.jpg,0,0,Universal Order,365,2019-01-08T08:14:34Z,2019-01-09T15:28:07Z,,Legion,https://fascistforge.com/uploads/monthly_2019_01/rain.jpg.d9c44a2ee6a53bbb9df35fa34c5206e5.jpg,Newcomer,National Socialism,3
324,88,2,https://fascistforge.com/uploads/monthly_2019_01/19blfhonpos11.jpg.7564bcd251842311ec90f71e10307df2.jpg,0,0,National Socialism,366,2019-01-08T15:22:18Z,2019-08-31T11:56:34Z,Europe,Praedator,https://fascistforge.com/uploads/monthly_2019_01/d1b8712c3c56d824697149c46a5c1c0c2bf25bbc_full.jpg.1d6303fe89ae2572bf3428b639de3990.jpg,Newcomer,Esoteric Hitlerism,1
325,Obscure,47,https://fascistforge.com/uploads/monthly_2019_01/treelinebs3.jpg.d349229c21b63d28dd92bd2d20cec529.jpg,14,5,Universal Order,367,2019-01-08T22:37:57Z,2019-05-24T21:05:00Z,United States,Reaper,https://fascistforge.com/uploads/monthly_2019_01/1730995446_atomwaffen1(2).jpg.df35fc2e03f1eba79723297c284330eb.jpg,Fanatic,Esoteric Ted Kaczynski-ism,218
326,21,3,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascism,368,2019-01-09T01:16:40Z,2019-08-19T23:58:26Z,USA,Shane Young,https://fascistforge.com/uploads/monthly_2019_02/1976495979_blackmetalhitler.PNG.acf68e2aedc104f5d717bb6416c06647.PNG,Member,None,4
327,22,0,https://fascistforge.com/uploads/monthly_2019_01/1532272454_ImperivmAustral.png.c41563f10c018b17963f5d211b847548.png,0,0,National Libertarism,369,2019-01-09T02:40:17Z,2019-06-24T04:53:49Z,Brazil,TotalAids,https://fascistforge.com/uploads/monthly_2019_06/36636125_195260277984107_7704156252158296064_n.jpg.a4408986b44e0d7dfddbc647c73aa3d5.jpg,Newcomer,Shaytanist esoteric suni,0
328,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,national socialist,370,2019-01-09T12:06:49Z,2019-02-06T14:34:52Z,,Talos,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,process church,0
329,,0,https://fascistforge.com/uploads/monthly_2019_01/npd.jpg.9dce444caea713c6d2f2a58eb79e2283.jpg,0,0,National Socialist,371,2019-01-09T14:31:42Z,2019-06-03T21:27:40Z,,Epj,https://fascistforge.com/uploads/monthly_2019_01/symbol-ss.jpg.8684d061d6b729e447c62b0348a12470.jpg,Newcomer,Agnostic,0
330,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,national socialism,372,2019-01-09T17:06:08Z,2019-02-07T00:06:01Z,,Lurch,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Occultism/orthodox,0
331,30,5,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,1,Nationalism,373,2019-01-09T18:07:41Z,2019-06-12T18:43:06Z,German Reich,Naturgewalt,https://fascistforge.com/uploads/monthly_2019_01/5b3f9aa8698be.jpeg.f2d8a5c66be34db14e5ed3664361eaa0.jpeg,Mengele Victim,Agnosticism,1
332,,5,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,1,Nationalsozialist,375,2019-01-09T18:39:07Z,2019-01-19T21:38:06Z,,subcprsk,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Mengele Victim,Race & Nation,-5
333,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Natural Law,376,2019-01-10T01:24:12Z,2019-01-10T01:36:35Z,,DaleGoebbels,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Pagan,0
334,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialist / Ecofash,377,2019-01-10T02:34:31Z,2019-01-10T03:25:04Z,,Sunhammer,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Militancy,0
335,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,NS,378,2019-01-10T02:35:42Z,2019-01-15T22:56:20Z,,Mark1488,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Christianity,0
336,,10,https://fascistforge.com/uploads/monthly_2019_01/weakstrongcrazy.jpg.b502c3322d1011dde1ab463634c82389.jpg,0,0,Southern Nationalist,379,2019-01-10T11:08:11Z,2019-01-13T09:55:21Z,,Chad_Bagwell,https://fascistforge.com/uploads/monthly_2019_01/onthewall.jpg.5420de65310841acb638db4d44ab66a1.jpg,Mengele Victim,Agnostic,-7
337,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,"none, chaos. fuck you.",380,2019-01-10T13:54:09Z,2019-01-10T14:08:41Z,,Oxxpert,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,"none, chaos. fuck you.",0
338,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Reactionary,381,2019-01-10T17:32:46Z,2019-01-10T19:12:37Z,,Matyas Rakosi,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Mengele Victim,Roman Catholic,0
339,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,NS,383,2019-01-11T00:40:28Z,2019-01-11T00:45:00Z,,marcelofrancap,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,88,0
340,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Neo fascist nordic supremacist,384,2019-01-11T00:57:16Z,2019-01-11T01:03:53Z,,fascistspain,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,pagan,0
341,18,0,https://fascistforge.com/uploads/monthly_2019_01/img_5291-trim_std.original.jpg.f28d029502575a1451cb60cea5d5d884.jpg,0,0,Eco-Fascist,385,2019-01-11T02:27:25Z,2019-01-30T17:05:41Z,"East coast, USA",Rkto,https://fascistforge.com/uploads/monthly_2019_01/images.jpg.0ea3f8a67b735a177b63326167962c35.jpg,Newcomer,Germanic Paganism,0
342,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascism,386,2019-01-11T16:36:42Z,2019-01-11T16:36:45Z,,Willis_,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Atheist,0
343,,1,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialist,387,2019-01-12T01:41:57Z,2019-01-12T03:21:26Z,,Negromancer,https://fascistforge.com/uploads/monthly_2019_01/BEc1cEiCUAA0HeG.jpg.e39dc3124df4aa79cdd6766746b24134.jpg,Mengele Victim,Christian Identity,-1
344,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialist,388,2019-01-12T03:34:10Z,2019-01-12T03:34:11Z,,DrakeTheCelt,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Germanic Pagan,0
345,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascism,389,2019-01-13T16:06:46Z,2019-01-14T13:05:04Z,,kschulz,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Mengele Victim,Christian,0
346,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialist,390,2019-01-13T20:16:51Z,2019-01-14T13:23:56Z,,Leiterwolf,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Christian,0
347,88,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,1,Collapse Cultist,391,2019-01-13T20:28:56Z,2019-02-01T11:38:17Z,Death Valley,Noz,https://fascistforge.com/uploads/monthly_2019_01/random.JPG.10f15d00a95413d15444fbab14ac6ead.JPG,Newcomer,Esoteric Hitlerism,0
348,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascist,393,2019-01-14T00:13:09Z,2019-01-14T18:00:45Z,,絶対領域Ｎｅｒｏ,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Mengele Victim,Transhumanist,0
349,23,1,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialist,394,2019-01-14T06:19:11Z,2019-02-12T23:48:48Z,Canada,Spooks,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,None,0
350,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,White Australia,395,2019-01-14T07:02:26Z,2019-01-14T11:07:52Z,,JD14,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,N/A,0
351,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National Socialist,396,2019-01-14T10:26:57Z,2019-02-09T21:20:44Z,,Mr. X,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Pagan,0
352,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,right left,397,2019-01-14T14:27:02Z,2019-01-14T14:47:39Z,,shmil,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Mengele Victim,catholic,0
353,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,,398,2019-01-14T22:31:42Z,2019-01-14T22:31:44Z,,Inkblot,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,,0
354,,23,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,7,6,National socialism,399,2019-01-15T03:57:00Z,2019-09-04T19:11:07Z,,EsotericVit,https://fascistforge.com/uploads/monthly_2019_06/RAPETIMPA.jpg.fd14c8528b6e7d62541674087fbc7a87.jpg,Member,Pagan/ Esoteric Hitlerism,32
355,,6,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,3,4,National socialism,400,2019-01-15T04:04:58Z,2019-08-03T01:09:42Z,,Дима,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Member,Paganism,14
356,,6,https://fascistforge.com/uploads/monthly_2019_01/whiterevolutiontheonlysolution.jpg.25a94c534fad631969b208ec3143d52c.jpg,0,0,National Socialist,401,2019-01-15T10:06:37Z,2019-09-07T16:40:22Z,,SaintMengele,https://fascistforge.com/uploads/monthly_2019_01/racewarrior.jpg.8db53c1aa5dd43ea5f06578a9131df35.jpg,Member,Pagan,5
357,,3,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,Fascism,402,2019-01-15T12:44:52Z,2019-01-20T18:11:23Z,,Superion,https://fascistforge.com/uploads/monthly_2019_01/220px-Nathan_B._Forrest_-_LOCc.jpg.a5ce3083781eef6cf71855d634c42782.jpg,Mengele Victim,None,-2
358,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,le cosmic truff,403,2019-01-15T15:26:56Z,2019-02-11T20:49:25Z,,LarpimusMaximus,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Mengele Victim,Fascism,0
359,N/A,1,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,White Separatism,404,2019-01-15T21:51:16Z,2019-01-15T22:06:01Z,USA,VerwoerdSmith,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Mengele Victim,Neutral,0
360,20,2,https://fascistforge.com/uploads/monthly_2019_06/IMG_5421.PNG.914477a3692f7faac76b851b04a6c3e8.PNG,0,3,National Socialism,406,2019-01-15T23:22:56Z,2019-06-23T08:01:35Z,"USA, Georgia",TMB,https://fascistforge.com/uploads/monthly_2019_05/IMG_2342.PNG.2cf3022a1b016d561ddb0317cf09e84a.PNG,Member,Gottgläubig,0
361,,0,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_pattern.png,0,0,National socialism,407,2019-01-16T05:52:55Z,2019-01-16T05:52:56Z,,Colt45,https://fascistforge.com/uploads/set_resources_3/84c1e40ea0e759e3f1505eb1788ddf3c_default_photo.png,Newcomer,Christian,0
